"Tag Code","Site Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Brood Year YYYY","Rear Type Code","Rear Type Name","First Obs Date Max","Last Obs Date Min"
"3DD.003D42D823","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D824","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D827","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D82B","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D82E","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D82F","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D830","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D832","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D838","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D83F","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D841","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D847","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D848","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D84A","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D84B","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D84E","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D84F","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D853","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D862","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D863","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D865","EHL - Entiat NFH Adult Ladder","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","09/03/2020","09/03/2020"
"3DD.003D42D865","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","08/20/2020"
"3DD.003D42D868","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D870","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D871","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D875","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D87B","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D87C","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D885","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D887","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D88A","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D88B","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D88C","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D88E","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D88F","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D891","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D894","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D896","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D898","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D89A","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D89D","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8A1","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8A5","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8A6","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8A7","EHL - Entiat NFH Adult Ladder","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","10/02/2022","10/16/2022"
"3DD.003D42D8A7","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","08/03/2022","08/30/2022"
"3DD.003D42D8AB","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8AC","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8AE","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8B4","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8B9","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D8BA","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D8BC","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D8C4","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D8C7","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8C8","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8C9","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D8CC","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8CD","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8D1","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D8D4","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8DD","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/23/2020","04/23/2020"
"3DD.003D42D8E1","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/17/2020","04/17/2020"
"3DD.003D42D8E2","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8E6","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/17/2020","04/17/2020"
"3DD.003D42D8EA","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8EB","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8EF","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D8F3","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8F6","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D8FC","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D903","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D904","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D90C","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D910","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D913","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D915","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D916","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D917","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D91A","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D91D","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D91E","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D921","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D923","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D926","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D927","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D928","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/23/2020","04/23/2020"
"3DD.003D42D92A","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D92D","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D931","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D932","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D933","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D944","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D945","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D946","EHL - Entiat NFH Adult Ladder","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","07/26/2022","07/26/2022"
"3DD.003D42D946","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","07/20/2022"
"3DD.003D42D947","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D948","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D949","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D94A","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D950","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D951","EHL - Entiat NFH Adult Ladder","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","07/21/2022","10/19/2022"
"3DD.003D42D951","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","07/09/2022","07/11/2022"
"3DD.003D42D952","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D954","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D955","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D956","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D957","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D95B","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D95C","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D966","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D96B","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D96E","EHL - Entiat NFH Adult Ladder","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","08/02/2022","08/15/2022"
"3DD.003D42D96E","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","07/31/2022"
"3DD.003D42D972","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D973","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D974","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D977","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D978","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D97C","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D97F","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D983","EHL - Entiat NFH Adult Ladder","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","07/20/2021","07/25/2021"
"3DD.003D42D983","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","07/17/2021"
"3DD.003D42D984","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D985","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D987","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D989","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D98A","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D98D","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D990","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D991","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D992","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D993","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D995","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D99D","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/17/2020","04/17/2020"
"3DD.003D42D9A3","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D9A7","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D9A8","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9B0","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9B2","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D9B7","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9B8","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9B9","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9BB","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9BC","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9BD","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9BF","EHL - Entiat NFH Adult Ladder","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","09/29/2020","10/07/2020"
"3DD.003D42D9BF","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","09/24/2020"
"3DD.003D42D9C0","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9C1","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9C3","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9C6","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D9C7","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9C9","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9CF","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D9D1","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/17/2020","04/17/2020"
"3DD.003D42D9D4","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9D5","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D9D6","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9D7","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9D8","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9DA","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D9DD","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9E0","EHL - Entiat NFH Adult Ladder","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","07/18/2022","07/19/2022"
"3DD.003D42D9E0","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","07/13/2022"
"3DD.003D42D9E2","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9E7","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9E9","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9EA","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D9EC","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9F2","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D9F3","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9F4","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D9F5","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42D9FB","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42D9FE","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42DA03","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42DA05","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42DA0C","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42DA0F","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/19/2020","04/19/2020"
"3DD.003D42DA12","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42DA14","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42DA15","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42DA16","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/16/2020","04/16/2020"
"3DD.003D42DA18","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
"3DD.003D42DA19","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","07/13/2022"
"3DD.003D42DA1D","ENL - Lower Entiat River","4/15/2020","1","Chinook","2","Summer","2018","H","Hatchery Reared","04/15/2020","04/15/2020"
